"","X","file_id","newspaper_name1","news_address","news_location.lon","news_location.lat","city1","newspaper_state_code","date","year","page","URL","lynch_address","city_lynch","state_lynch","lynching.lon","lynching.lat","Comments.or.notes.","index","sn","news_location","lynch_location","miles","in_state","decade","Newspaper_State","Newspaper_Region"
"2996",3093,18493,"The Coalville times ","Coalville, Utah",-111.39936,40.917725,"Coalville","UT","5/31/1895",1895,"seq-1","https://articleextractor.org/pages/18493/uuml_layden_ver01/sn85058217/1895/05/31/ed-1/seq-1/1","Huntington, VA","Huntington","VA",-77.07114,38.7954,NA,2470,"sn85058217","-111.39936, 40.917725","-77.07114, 38.7954",1817,"N","1890s","Utah","West"
"2997",3094,18494,"The News-Herald ","Hillsboro, Ohio",-83.61159,39.202287,"Hillsboro","OH","9/13/1894",1894,"seq-3","https://articleextractor.org/pages/18494/ohi_india_ver01/sn85038161/1894/09/13/ed-1/seq-3/1","Kerrville, TN","Kerrville","TN",-89.85897,35.38147,NA,2471,"sn85038161","-83.61159, 39.202287","-89.85897, 35.38147",433,"N","1890s","Ohio","North Central"
"2998",3095,18494,"The News-Herald ","Hillsboro, Ohio",-83.61159,39.202287,"Hillsboro","OH","9/13/1894",1894,"seq-3","https://articleextractor.org/pages/18494/ohi_india_ver01/sn85038161/1894/09/13/ed-1/seq-3/1","Kerrville, TN","Kerrville","TN",-89.85897,35.38147,NA,2472,"sn85038161","-83.61159, 39.202287","-89.85897, 35.38147",433,"N","1890s","Ohio","North Central"
"2999",3096,18494,"The News-Herald ","Hillsboro, Ohio",-83.61159,39.202287,"Hillsboro","OH","9/13/1894",1894,"seq-3","https://articleextractor.org/pages/18494/ohi_india_ver01/sn85038161/1894/09/13/ed-1/seq-3/1","Kerrville, TN","Kerrville","TN",-89.85897,35.38147,NA,2473,"sn85038161","-83.61159, 39.202287","-89.85897, 35.38147",433,"N","1890s","Ohio","North Central"
"3000",3097,18496,"The Butler weekly times. ","Butler, Missouri",-94.33051,38.258635,"Butler","MO","7/9/1896",1896,"seq-5","https://articleextractor.org/pages/18496/mohi_jughead_ver01/sn89066489/1896/07/09/ed-1/seq-5/1","Lincoln county, SC","Lincoln county","SC",-81.16372,33.83608,"The first lynching took place in Florida, but the city is not specified. The other lynching is said to have taken place in Lincoln county, ""which is on the South Carolina line,"" but when I searched up Lincoln county, it says that it is a city in North Carolina. The third lynching occurred in Old Forge but I am not able to pin point the exact state it is located in.",2475,"sn89066489","-94.33051, 38.258635","-81.16372, 33.83608",796,"N","1890s","Missouri","North Central"
"3001",3098,18496,"The Butler weekly times. ","Butler, Missouri",-94.33051,38.258635,"Butler","MO","7/9/1896",1896,"seq-5","https://articleextractor.org/pages/18496/mohi_jughead_ver01/sn89066489/1896/07/09/ed-1/seq-5/1","Lincoln county, SC","Lincoln county","SC",-81.16372,33.83608,"The first lynching took place in Florida, but the city is not specified. The other lynching is said to have taken place in Lincoln county, ""which is on the South Carolina line,"" but when I searched up Lincoln county, it says that it is a city in North Carolina. The third lynching occurred in Old Forge but I am not able to pin point the exact state it is located in.",2476,"sn89066489","-94.33051, 38.258635","-81.16372, 33.83608",796,"N","1890s","Missouri","North Central"
"3002",3099,18497,"The L'Anse sentinel. ","L'Anse, Michigan",-88.45291,46.756599,"L'Anse","MI","8/10/1895",1895,"seq-2","https://articleextractor.org/pages/18497/mimtptc_jonesville_ver01/sn96077142/1895/08/10/ed-1/seq-2/1","Corsicana, TX","Corsicana","TX",-96.46887,32.09543,"A lynching occurred in Brookside coal mines. I searched it up on google and it says Brookside is a town in Kentucky, but I am not sure if it is actually the place where the lynching occurred.",2477,"sn96077142","-88.45291, 46.756599","-96.46887, 32.09543",1099,"N","1890s","Michigan","North Central"
"3003",3100,8155,"The Hope pioneer ","Hope, North Dakota",-97.72232,47.32221,"Hope","ND","8/4/1893",1893,"seq-2","https://articleextractor.org/pages/8155/ndhi_argon_ver01/sn87096037/1893/08/04/ed-1/seq-2/1","Montgomery, TX","Montgomery","TX",-95.69634,30.38826,NA,2492,"sn87096037","-97.72232, 47.32221","-95.69634, 30.38826",1176,"N","1890s","North Dakota","North Central"
"3004",3101,8155,"The Hope pioneer ","Hope, North Dakota",-97.72232,47.32221,"Hope","ND","8/4/1893",1893,"seq-2","https://articleextractor.org/pages/8155/ndhi_argon_ver01/sn87096037/1893/08/04/ed-1/seq-2/1","Montgomery, TX","Montgomery","TX",-95.69634,30.38826,NA,2493,"sn87096037","-97.72232, 47.32221","-95.69634, 30.38826",1176,"N","1890s","North Dakota","North Central"
"3005",3102,8155,"The Hope pioneer ","Hope, North Dakota",-97.72232,47.32221,"Hope","ND","8/4/1893",1893,"seq-2","https://articleextractor.org/pages/8155/ndhi_argon_ver01/sn87096037/1893/08/04/ed-1/seq-2/1","Montgomery, TX","Montgomery","TX",-95.69634,30.38826,NA,2494,"sn87096037","-97.72232, 47.32221","-95.69634, 30.38826",1176,"N","1890s","North Dakota","North Central"
"3006",3103,8155,"The Hope pioneer ","Hope, North Dakota",-97.72232,47.32221,"Hope","ND","8/4/1893",1893,"seq-2","https://articleextractor.org/pages/8155/ndhi_argon_ver01/sn87096037/1893/08/04/ed-1/seq-2/1","Montgomery, TX","Montgomery","TX",-95.69634,30.38826,NA,2495,"sn87096037","-97.72232, 47.32221","-95.69634, 30.38826",1176,"N","1890s","North Dakota","North Central"
"3007",3104,8325,"River Falls journal ","River Falls, Wisconsin",-92.62381,44.861356,"River Falls","WI","1/5/1888",1888,"seq-2","https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1888/01/05/ed-1/seq-2/3","Harrisonburg, VA","Harrisonburg","VA",-78.86892,38.44957,NA,2595,"sn85033255","-92.62381, 44.861356","-78.86892, 38.44957",836,"N","1880s","Wisconsin","North Central"
"3008",3105,8325,"River Falls journal ","River Falls, Wisconsin",-92.62381,44.861356,"River Falls","WI","1/5/1888",1888,"seq-2","https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1888/01/05/ed-1/seq-2/3","Harrisonburg, VA","Harrisonburg","VA",-78.86892,38.44957,NA,2596,"sn85033255","-92.62381, 44.861356","-78.86892, 38.44957",836,"N","1880s","Wisconsin","North Central"
"3009",3106,8325,"River Falls journal ","River Falls, Wisconsin",-92.62381,44.861356,"River Falls","WI","1/5/1888",1888,"seq-2","https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1888/01/05/ed-1/seq-2/3","Harrisonburg, VA","Harrisonburg","VA",-78.86892,38.44957,NA,2597,"sn85033255","-92.62381, 44.861356","-78.86892, 38.44957",836,"N","1880s","Wisconsin","North Central"
"3010",3107,8325,"River Falls journal ","River Falls, Wisconsin",-92.62381,44.861356,"River Falls","WI","1/5/1888",1888,"seq-2","https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1888/01/05/ed-1/seq-2/3","Harrisonburg, VA","Harrisonburg","VA",-78.86892,38.44957,NA,2598,"sn85033255","-92.62381, 44.861356","-78.86892, 38.44957",836,"N","1880s","Wisconsin","North Central"
"3011",3108,8325,"River Falls journal ","River Falls, Wisconsin",-92.62381,44.861356,"River Falls","WI","1/5/1888",1888,"seq-2","https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1888/01/05/ed-1/seq-2/3","Harrisonburg, VA","Harrisonburg","VA",-78.86892,38.44957,NA,2599,"sn85033255","-92.62381, 44.861356","-78.86892, 38.44957",836,"N","1880s","Wisconsin","North Central"
"3012",3109,8325,"River Falls journal ","River Falls, Wisconsin",-92.62381,44.861356,"River Falls","WI","1/5/1888",1888,"seq-2","https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1888/01/05/ed-1/seq-2/3","Harrisonburg, VA","Harrisonburg","VA",-78.86892,38.44957,NA,2600,"sn85033255","-92.62381, 44.861356","-78.86892, 38.44957",836,"N","1880s","Wisconsin","North Central"
"3013",3110,8325,"River Falls journal ","River Falls, Wisconsin",-92.62381,44.861356,"River Falls","WI","1/5/1888",1888,"seq-2","https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1888/01/05/ed-1/seq-2/3","Harrisonburg, VA","Harrisonburg","VA",-78.86892,38.44957,NA,2601,"sn85033255","-92.62381, 44.861356","-78.86892, 38.44957",836,"N","1880s","Wisconsin","North Central"
"3014",3111,8357,"Eagle River review ","Eagle River, Wisconsin",-89.2443,45.917176,"Eagle River","WI","6/23/1898",1898,"seq-2","https://articleextractor.org/pages/8357/whi_arbutus_ver01/sn85040614/1898/06/23/ed-1/seq-2/2","Devils Lake, ND","Devils Lake","ND",-98.86512,48.11278,"Mob of 500 people, Devils Lake was attempted lynching",2629,"sn85040614","-89.2443, 45.917176","-98.86512, 48.11278",478,"N","1890s","Wisconsin","North Central"
"3015",3112,8357,"Eagle River review ","Eagle River, Wisconsin",-89.2443,45.917176,"Eagle River","WI","6/23/1898",1898,"seq-2","https://articleextractor.org/pages/8357/whi_arbutus_ver01/sn85040614/1898/06/23/ed-1/seq-2/2","Devils Lake, ND","Devils Lake","ND",-98.86512,48.11278,"Mob of 500 people, Devils Lake was attempted lynching",2630,"sn85040614","-89.2443, 45.917176","-98.86512, 48.11278",478,"N","1890s","Wisconsin","North Central"
"3016",3113,8507,"Barton County democrat ","Great Bend, Kansas",-98.76481,38.364457,"Great Bend","KS","1/12/1888",1888,"seq-6","https://articleextractor.org/pages/8507/khi_finney_ver02/sn83040198/1888/01/12/ed-1/seq-6/1","Charleston, MS","Charleston","MS",-90.05676,34.00678,"4th - Rives, TN, 5th - Owensboro, FL, 6th - Flemington, FL",2760,"sn83040198","-98.76481, 38.364457","-90.05676, 34.00678",572,"N","1880s","Kansas","North Central"
"3017",3114,8507,"Barton County democrat ","Great Bend, Kansas",-98.76481,38.364457,"Great Bend","KS","1/12/1888",1888,"seq-6","https://articleextractor.org/pages/8507/khi_finney_ver02/sn83040198/1888/01/12/ed-1/seq-6/1","Charleston, MS","Charleston","MS",-90.05676,34.00678,"4th - Rives, TN, 5th - Owensboro, FL, 6th - Flemington, FL",2761,"sn83040198","-98.76481, 38.364457","-90.05676, 34.00678",572,"N","1880s","Kansas","North Central"
"3018",3115,8507,"Barton County democrat ","Great Bend, Kansas",-98.76481,38.364457,"Great Bend","KS","1/12/1888",1888,"seq-6","https://articleextractor.org/pages/8507/khi_finney_ver02/sn83040198/1888/01/12/ed-1/seq-6/1","Charleston, MS","Charleston","MS",-90.05676,34.00678,"4th - Rives, TN, 5th - Owensboro, FL, 6th - Flemington, FL",2762,"sn83040198","-98.76481, 38.364457","-90.05676, 34.00678",572,"N","1880s","Kansas","North Central"
"3019",3116,8507,"Barton County democrat ","Great Bend, Kansas",-98.76481,38.364457,"Great Bend","KS","1/12/1888",1888,"seq-6","https://articleextractor.org/pages/8507/khi_finney_ver02/sn83040198/1888/01/12/ed-1/seq-6/1","Charleston, MS","Charleston","MS",-90.05676,34.00678,"4th - Rives, TN, 5th - Owensboro, FL, 6th - Flemington, FL",2763,"sn83040198","-98.76481, 38.364457","-90.05676, 34.00678",572,"N","1880s","Kansas","North Central"
"3020",3117,8507,"Barton County democrat ","Great Bend, Kansas",-98.76481,38.364457,"Great Bend","KS","1/12/1888",1888,"seq-6","https://articleextractor.org/pages/8507/khi_finney_ver02/sn83040198/1888/01/12/ed-1/seq-6/1","Charleston, MS","Charleston","MS",-90.05676,34.00678,"4th - Rives, TN, 5th - Owensboro, FL, 6th - Flemington, FL",2764,"sn83040198","-98.76481, 38.364457","-90.05676, 34.00678",572,"N","1880s","Kansas","North Central"
"3021",3118,8507,"Barton County democrat ","Great Bend, Kansas",-98.76481,38.364457,"Great Bend","KS","1/12/1888",1888,"seq-6","https://articleextractor.org/pages/8507/khi_finney_ver02/sn83040198/1888/01/12/ed-1/seq-6/1","Charleston, MS","Charleston","MS",-90.05676,34.00678,"4th - Rives, TN, 5th - Owensboro, FL, 6th - Flemington, FL",2765,"sn83040198","-98.76481, 38.364457","-90.05676, 34.00678",572,"N","1880s","Kansas","North Central"
"3022",3119,8554,NA,"NA, Maryland",-76.64127,39.045755,NA,"MD","12/17/1888",1888,"seq-1","https://articleextractor.org/pages/8554/mdu_galena_ver02/sn88065721/1888/12/17/ed-1/seq-1/3","Indianapolis, IN","Indianapolis","IN",-86.15807,39.7684,"first article - attempted lynching, second, third and fourth (fourth is in Columbus, OH) all mention ""White Caps"" and killings associated with them according to note on paper - MB",2803,"sn88065721","-76.64127, 39.045755","-86.15807, 39.7684",511,"N","1880s","Maryland","South"
"3023",3120,8554,NA,"NA, Maryland",-76.64127,39.045755,NA,"MD","12/17/1888",1888,"seq-1","https://articleextractor.org/pages/8554/mdu_galena_ver02/sn88065721/1888/12/17/ed-1/seq-1/3","Indianapolis, IN","Indianapolis","IN",-86.15807,39.7684,"first article - attempted lynching, second, third and fourth (fourth is in Columbus, OH) all mention ""White Caps"" and killings associated with them according to note on paper - MB",2804,"sn88065721","-76.64127, 39.045755","-86.15807, 39.7684",511,"N","1880s","Maryland","South"
"3024",3121,8554,NA,"NA, Maryland",-76.64127,39.045755,NA,"MD","12/17/1888",1888,"seq-1","https://articleextractor.org/pages/8554/mdu_galena_ver02/sn88065721/1888/12/17/ed-1/seq-1/3","Indianapolis, IN","Indianapolis","IN",-86.15807,39.7684,"first article - attempted lynching, second, third and fourth (fourth is in Columbus, OH) all mention ""White Caps"" and killings associated with them according to note on paper - MB",2805,"sn88065721","-76.64127, 39.045755","-86.15807, 39.7684",511,"N","1880s","Maryland","South"
"3025",3122,8554,NA,"NA, Maryland",-76.64127,39.045755,NA,"MD","12/17/1888",1888,"seq-1","https://articleextractor.org/pages/8554/mdu_galena_ver02/sn88065721/1888/12/17/ed-1/seq-1/3","Indianapolis, IN","Indianapolis","IN",-86.15807,39.7684,"first article - attempted lynching, second, third and fourth (fourth is in Columbus, OH) all mention ""White Caps"" and killings associated with them according to note on paper - MB",2806,"sn88065721","-76.64127, 39.045755","-86.15807, 39.7684",511,"N","1880s","Maryland","South"
"3026",3123,8555,"Barton County democrat ","Great Bend, Kansas",-98.76481,38.364457,"Great Bend","KS","5/4/1893",1893,"seq-2","https://articleextractor.org/pages/8555/khi_finney_ver02/sn83040198/1893/05/04/ed-1/seq-2/1","Bonham, TX","Bonham","TX",-96.17831,33.57733,"unclear whether third article is lynching or judicial execution - MB",2807,"sn83040198","-98.76481, 38.364457","-96.17831, 33.57733",361,"N","1890s","Kansas","North Central"
"3027",3124,8555,"Barton County democrat ","Great Bend, Kansas",-98.76481,38.364457,"Great Bend","KS","5/4/1893",1893,"seq-2","https://articleextractor.org/pages/8555/khi_finney_ver02/sn83040198/1893/05/04/ed-1/seq-2/1","Bonham, TX","Bonham","TX",-96.17831,33.57733,"unclear whether third article is lynching or judicial execution - MB",2808,"sn83040198","-98.76481, 38.364457","-96.17831, 33.57733",361,"N","1890s","Kansas","North Central"
"3028",3125,8555,"Barton County democrat ","Great Bend, Kansas",-98.76481,38.364457,"Great Bend","KS","5/4/1893",1893,"seq-2","https://articleextractor.org/pages/8555/khi_finney_ver02/sn83040198/1893/05/04/ed-1/seq-2/1","Bonham, TX","Bonham","TX",-96.17831,33.57733,"unclear whether third article is lynching or judicial execution - MB",2809,"sn83040198","-98.76481, 38.364457","-96.17831, 33.57733",361,"N","1890s","Kansas","North Central"
"3029",3126,8585,NA,"NA, South Dakota",-99.90181,43.969515,NA,"SD","4/28/1892",1892,"seq-3","https://articleextractor.org/pages/8585/sdhi_dagger_ver01/sn2001063133/1892/04/28/ed-1/seq-3/1","Inverness, FL","Inverness","FL",-82.3314,28.83545,NA,2827,"sn2001063133","-99.90181, 43.969515","-82.3314, 28.83545",1427,"N","1890s","South Dakota","North Central"
"3030",3127,8633,"Helena weekly herald ","Helena, Montana",-112.03911,46.589145,"Helena","MT","7/25/1889",1889,"seq-3","https://articleextractor.org/pages/8633/mthi_leopardfrog_ver01/sn84036143/1889/07/25/ed-1/seq-3/1","Sweetwater, WY","Sweetwater","WY",-109.188,41.85194,"first article - announcing that lynching will happen that night",2862,"sn84036143","-112.03911, 46.589145","-109.188, 41.85194",357,"N","1880s","Montana","West"
"3031",3128,8633,"Helena weekly herald ","Helena, Montana",-112.03911,46.589145,"Helena","MT","7/25/1889",1889,"seq-3","https://articleextractor.org/pages/8633/mthi_leopardfrog_ver01/sn84036143/1889/07/25/ed-1/seq-3/1","Sweetwater, WY","Sweetwater","WY",-109.188,41.85194,"first article - announcing that lynching will happen that night",2863,"sn84036143","-112.03911, 46.589145","-109.188, 41.85194",357,"N","1880s","Montana","West"
"3032",3129,8633,"Helena weekly herald ","Helena, Montana",-112.03911,46.589145,"Helena","MT","7/25/1889",1889,"seq-3","https://articleextractor.org/pages/8633/mthi_leopardfrog_ver01/sn84036143/1889/07/25/ed-1/seq-3/1","Sweetwater, WY","Sweetwater","WY",-109.188,41.85194,"first article - announcing that lynching will happen that night",2864,"sn84036143","-112.03911, 46.589145","-109.188, 41.85194",357,"N","1880s","Montana","West"
"3033",3136,8703,"The progressive farmer ","Winston, North Carolina",-80.25444,36.103964,"Winston","NC","9/10/1901",1901,"seq-3","https://articleextractor.org/pages/8703/ncu_johns_ver01/sn92073049/1901/09/10/ed-1/seq-3/1","Buffalo, NY","Buffalo","NY",-78.87837,42.88645,"second article - person thought to have been lynched but he is alive and was only severely beat, third article - person avoided lynching after police intervened  - MB",2911,"sn92073049","-80.25444, 36.103964","-78.87837, 42.88645",475,"N","1900s","North Carolina","South"
"3034",3137,8853,NA,"NA, South Dakota",-99.90181,43.969515,NA,"SD","1/14/1898",1898,"seq-4","https://articleextractor.org/pages/8853/sdhi_goshawk_ver03/sn2001063112/1898/01/14/ed-1/seq-4/1","Pea Ridge, MI","Pea Ridge","MI",-85.60236,44.31484,"This article is the same as articles 542 and 544. I missed the third reported lynching when I submitted the form for 542.",3049,"sn2001063112","-99.90181, 43.969515","-85.60236, 44.31484",709,"N","1890s","South Dakota","North Central"
"3035",3138,8853,NA,"NA, South Dakota",-99.90181,43.969515,NA,"SD","1/14/1898",1898,"seq-4","https://articleextractor.org/pages/8853/sdhi_goshawk_ver03/sn2001063112/1898/01/14/ed-1/seq-4/1","Pea Ridge, MI","Pea Ridge","MI",-85.60236,44.31484,NA,3049,"sn2001063112","-99.90181, 43.969515","-85.60236, 44.31484",709,"N","1890s","South Dakota","North Central"
"3036",3139,8853,NA,"NA, South Dakota",-99.90181,43.969515,NA,"SD","1/14/1898",1898,"seq-4","https://articleextractor.org/pages/8853/sdhi_goshawk_ver03/sn2001063112/1898/01/14/ed-1/seq-4/1","Pea Ridge, MI","Pea Ridge","MI",-85.60236,44.31484,"This article is the same as articles 542 and 544. I missed the third reported lynching when I submitted the form for 542.",3050,"sn2001063112","-99.90181, 43.969515","-85.60236, 44.31484",709,"N","1890s","South Dakota","North Central"
"3037",3140,8853,NA,"NA, South Dakota",-99.90181,43.969515,NA,"SD","1/14/1898",1898,"seq-4","https://articleextractor.org/pages/8853/sdhi_goshawk_ver03/sn2001063112/1898/01/14/ed-1/seq-4/1","Pea Ridge, MI","Pea Ridge","MI",-85.60236,44.31484,NA,3050,"sn2001063112","-99.90181, 43.969515","-85.60236, 44.31484",709,"N","1890s","South Dakota","North Central"
"3038",3141,8853,NA,"NA, South Dakota",-99.90181,43.969515,NA,"SD","1/14/1898",1898,"seq-4","https://articleextractor.org/pages/8853/sdhi_goshawk_ver03/sn2001063112/1898/01/14/ed-1/seq-4/1","Pea Ridge, MI","Pea Ridge","MI",-85.60236,44.31484,"This article is the same as articles 542 and 544. I missed the third reported lynching when I submitted the form for 542.",3051,"sn2001063112","-99.90181, 43.969515","-85.60236, 44.31484",709,"N","1890s","South Dakota","North Central"
"3039",3142,8853,NA,"NA, South Dakota",-99.90181,43.969515,NA,"SD","1/14/1898",1898,"seq-4","https://articleextractor.org/pages/8853/sdhi_goshawk_ver03/sn2001063112/1898/01/14/ed-1/seq-4/1","Pea Ridge, MI","Pea Ridge","MI",-85.60236,44.31484,NA,3051,"sn2001063112","-99.90181, 43.969515","-85.60236, 44.31484",709,"N","1890s","South Dakota","North Central"
"3040",3143,8854,NA,"NA, Michigan",-85.60236,44.314844,NA,"MI","6/2/1892",1892,"seq-2","https://articleextractor.org/pages/8854/mimtptc_douglas_ver01/sn96076998/1892/06/02/ed-1/seq-2/1","Nashville, TN","Nashville","TN",-86.7816,36.16266,"There were mentions of two lynchings but only briefly. One was a Mexican man who was lynched in Texas and a black man lynched in Arkansas. There were no cities listed.",3052,"sn96076998","-85.60236, 44.314844","-86.7816, 36.16266",567,"N","1890s","Michigan","North Central"
"3041",3144,8860,"Montgomery County sentinel ","Rockville, Maryland",-77.15276,39.083997,"Rockville","MD","1/30/1880",1880,"seq-3","https://articleextractor.org/pages/8860/mdu_fireweed_ver01/sn83016209/1880/01/30/ed-1/seq-3/1","Prince George's County, MD","Prince George's County","MD",-76.8721,38.78492,NA,3056,"sn83016209","-77.15276, 39.083997","-76.8721, 38.78492",26,"Y","1880s","Maryland","South"
"3042",3145,8875,"The Gainesville star ","Gainesville, Florida",-82.325,29.651956,"Gainesville","FL","7/24/1903",1903,"seq-4","https://articleextractor.org/pages/8875/fu_six_ver01/sn95047242/1903/07/24/ed-1/seq-4/1","Maysville, KY","Maysville","KY",-83.74437,38.64119,NA,3073,"sn95047242","-82.325, 29.651956","-83.74437, 38.64119",627,"N","1900s","Florida","South"
"3043",3146,8875,"The Gainesville star ","Gainesville, Florida",-82.325,29.651956,"Gainesville","FL","7/24/1903",1903,"seq-4","https://articleextractor.org/pages/8875/fu_six_ver01/sn95047242/1903/07/24/ed-1/seq-4/1","Maysville, KY","Maysville","KY",-83.74437,38.64119,"This is the same article as the previous article in the sheet, 558. The following articles are all the same and I submitted the locations of the reported lynchings for 558. 558-563 are the same article.",3073,"sn95047242","-82.325, 29.651956","-83.74437, 38.64119",627,"N","1900s","Florida","South"
"3044",3147,8875,"The Gainesville star ","Gainesville, Florida",-82.325,29.651956,"Gainesville","FL","7/24/1903",1903,"seq-4","https://articleextractor.org/pages/8875/fu_six_ver01/sn95047242/1903/07/24/ed-1/seq-4/1","Maysville, KY","Maysville","KY",-83.74437,38.64119,NA,3074,"sn95047242","-82.325, 29.651956","-83.74437, 38.64119",627,"N","1900s","Florida","South"
"3045",3148,8875,"The Gainesville star ","Gainesville, Florida",-82.325,29.651956,"Gainesville","FL","7/24/1903",1903,"seq-4","https://articleextractor.org/pages/8875/fu_six_ver01/sn95047242/1903/07/24/ed-1/seq-4/1","Maysville, KY","Maysville","KY",-83.74437,38.64119,"This is the same article as the previous article in the sheet, 558. The following articles are all the same and I submitted the locations of the reported lynchings for 558. 558-563 are the same article.",3074,"sn95047242","-82.325, 29.651956","-83.74437, 38.64119",627,"N","1900s","Florida","South"
"3046",3149,8875,"The Gainesville star ","Gainesville, Florida",-82.325,29.651956,"Gainesville","FL","7/24/1903",1903,"seq-4","https://articleextractor.org/pages/8875/fu_six_ver01/sn95047242/1903/07/24/ed-1/seq-4/1","Maysville, KY","Maysville","KY",-83.74437,38.64119,NA,3075,"sn95047242","-82.325, 29.651956","-83.74437, 38.64119",627,"N","1900s","Florida","South"
"3047",3150,8875,"The Gainesville star ","Gainesville, Florida",-82.325,29.651956,"Gainesville","FL","7/24/1903",1903,"seq-4","https://articleextractor.org/pages/8875/fu_six_ver01/sn95047242/1903/07/24/ed-1/seq-4/1","Maysville, KY","Maysville","KY",-83.74437,38.64119,"This is the same article as the previous article in the sheet, 558. The following articles are all the same and I submitted the locations of the reported lynchings for 558. 558-563 are the same article.",3075,"sn95047242","-82.325, 29.651956","-83.74437, 38.64119",627,"N","1900s","Florida","South"
"3048",3151,8875,"The Gainesville star ","Gainesville, Florida",-82.325,29.651956,"Gainesville","FL","7/24/1903",1903,"seq-4","https://articleextractor.org/pages/8875/fu_six_ver01/sn95047242/1903/07/24/ed-1/seq-4/1","Maysville, KY","Maysville","KY",-83.74437,38.64119,NA,3076,"sn95047242","-82.325, 29.651956","-83.74437, 38.64119",627,"N","1900s","Florida","South"
"3049",3152,8875,"The Gainesville star ","Gainesville, Florida",-82.325,29.651956,"Gainesville","FL","7/24/1903",1903,"seq-4","https://articleextractor.org/pages/8875/fu_six_ver01/sn95047242/1903/07/24/ed-1/seq-4/1","Maysville, KY","Maysville","KY",-83.74437,38.64119,"This is the same article as the previous article in the sheet, 558. The following articles are all the same and I submitted the locations of the reported lynchings for 558. 558-563 are the same article.",3076,"sn95047242","-82.325, 29.651956","-83.74437, 38.64119",627,"N","1900s","Florida","South"
"3050",3153,8875,"The Gainesville star ","Gainesville, Florida",-82.325,29.651956,"Gainesville","FL","7/24/1903",1903,"seq-4","https://articleextractor.org/pages/8875/fu_six_ver01/sn95047242/1903/07/24/ed-1/seq-4/1","Maysville, KY","Maysville","KY",-83.74437,38.64119,NA,3077,"sn95047242","-82.325, 29.651956","-83.74437, 38.64119",627,"N","1900s","Florida","South"
"3051",3154,8875,"The Gainesville star ","Gainesville, Florida",-82.325,29.651956,"Gainesville","FL","7/24/1903",1903,"seq-4","https://articleextractor.org/pages/8875/fu_six_ver01/sn95047242/1903/07/24/ed-1/seq-4/1","Maysville, KY","Maysville","KY",-83.74437,38.64119,"This is the same article as the previous article in the sheet, 558. The following articles are all the same and I submitted the locations of the reported lynchings for 558. 558-563 are the same article.",3077,"sn95047242","-82.325, 29.651956","-83.74437, 38.64119",627,"N","1900s","Florida","South"
"3052",3155,8875,"The Gainesville star ","Gainesville, Florida",-82.325,29.651956,"Gainesville","FL","7/24/1903",1903,"seq-4","https://articleextractor.org/pages/8875/fu_six_ver01/sn95047242/1903/07/24/ed-1/seq-4/1","Maysville, KY","Maysville","KY",-83.74437,38.64119,NA,3078,"sn95047242","-82.325, 29.651956","-83.74437, 38.64119",627,"N","1900s","Florida","South"
"3053",3156,8875,"The Gainesville star ","Gainesville, Florida",-82.325,29.651956,"Gainesville","FL","7/24/1903",1903,"seq-4","https://articleextractor.org/pages/8875/fu_six_ver01/sn95047242/1903/07/24/ed-1/seq-4/1","Maysville, KY","Maysville","KY",-83.74437,38.64119,"This is the same article as the previous article in the sheet, 558. The following articles are all the same and I submitted the locations of the reported lynchings for 558. 558-563 are the same article.",3078,"sn95047242","-82.325, 29.651956","-83.74437, 38.64119",627,"N","1900s","Florida","South"
"3054",3157,9649,"Idaho County free press ","Grangeville, Idaho",-116.12237,45.926552,"Grangeville","ID","4/14/1893",1893,"seq-2","https://articleextractor.org/pages/9649/idhi_cornwell_ver02/sn86091100/1893/04/14/ed-1/seq-2/1","San Bernardino, CA","San Bernardino","CA",-117.28977,34.10834,NA,3211,"sn86091100","-116.12237, 45.926552","-117.28977, 34.10834",820,"N","1890s","Idaho","West"
"3055",3158,9649,"Idaho County free press ","Grangeville, Idaho",-116.12237,45.926552,"Grangeville","ID","4/14/1893",1893,"seq-2","https://articleextractor.org/pages/9649/idhi_cornwell_ver02/sn86091100/1893/04/14/ed-1/seq-2/1","duplicate, NA","duplicate",NA,NA,NA,NA,3211,"sn86091100","-116.12237, 45.926552","NA, NA",NA,"N","1890s","Idaho","West"
"3056",3159,9649,"Idaho County free press ","Grangeville, Idaho",-116.12237,45.926552,"Grangeville","ID","4/14/1893",1893,"seq-2","https://articleextractor.org/pages/9649/idhi_cornwell_ver02/sn86091100/1893/04/14/ed-1/seq-2/1","San Bernardino, CA","San Bernardino","CA",-117.28977,34.10834,NA,3212,"sn86091100","-116.12237, 45.926552","-117.28977, 34.10834",820,"N","1890s","Idaho","West"
