"","X.1","file_id2","newspaper_name","newspaper_state","date","year","month","day","page","edition","mod_id","unnamed_0","file_id","article_id","sn","url","black_press","filename","X","index","article_title","newspaper_city","collection","abstract","store_id","authors","document_type","issn","pages","find_a_copy","start_page","filepath"
"1868",6718,"bp292","New Journal and Guide (1916-)","Virginia","1946-08-10",1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.proquest.com/historical-newspapers/capital-spotlight/docview/567745415/se-2?accountid=14696","blackpress","bp292.txt",270,286,"CAPITAL SPOTLIGHT","Norfolk","ProQuest Historical Newspapers: Norfolk Journal and Guide","Mary McLeod Bethune, president of the National Council of Negro Women and a former president of the National Association of Colored Women was conspicous by her absence from the parade of women in front of the White House protesting the quadruple lynchings in Georgia recently.",567745415,"Lautier, Louis","editorial_article",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=New+Journal+and+Guide+%281916-%29&amp;spage=A11&amp;date=1946-08-10&amp;atitle=CAPITAL+SPOTLIGHT&amp;au=Lautier%2C+Louis&amp;id=doi:","A11","black_press/bp292.txt"
"1869",6723,"bp297","Atlanta Daily World (1932-)","Georgia","1946-08-08",1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.proquest.com/historical-newspapers/nations-peace-threatened-lynchings-american/docview/490803959/se-2?accountid=14696","blackpress","bp297.txt",275,291,"Nation's Peace Threatened By Lynchings--American Council","Atlanta","ProQuest Historical Newspapers: Atlanta Daily World","  CHICAGO, Ill.--(SNS)--Terming the lynching of four Negroes in Monroe, Georgia. ""the climax of a series of terror-attacks on minority groups which threatens the internal peace of the nation."" the American Council on Race Relations has called upon the hundreds...",490803959,NA,"article","1528-6142",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=2&amp;date=1946-08-08&amp;atitle=Nation%27s+Peace+Threatened+By+Lynchings--American+Council&amp;au=&amp;id=doi:","2","black_press/bp297.txt"
"1870",6724,"bp298","Atlanta Daily World (1932-)","Georgia","1946-08-06",1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.proquest.com/historical-newspapers/workers-defense-league-urges-lynch-probe/docview/490806085/se-2?accountid=14696","blackpress","bp298.txt",276,292,"Workers Defense League Urges Lynch Probe","Atlanta","ProQuest Historical Newspapers: Atlanta Daily World","  NEW YORK CITY--(WDL) - Immediately following announcement of the brutal lynching of two Negroes and their wives near Monroe, Georgia, the Workers Defense League Joined the drive for complete federal and state investigations and for immediate passage of",490806085,NA,"article","1528-6142",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=3&amp;date=1946-08-06&amp;atitle=Workers+Defense+League+Urges+Lynch+Probe&amp;au=&amp;id=doi:","3","black_press/bp298.txt"
"1871",6725,"bp299","Atlanta Daily World (1932-)","Georgia","1946-08-04",1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.proquest.com/historical-newspapers/our-solemn-obligation/docview/490804171/se-2?accountid=14696","blackpress","bp299.txt",277,293,"Our Solemn Obligation","Atlanta","ProQuest Historical Newspapers: Atlanta Daily World","  The statewide campaign to secure a Defense Fund of $100,000 to aid the grief-stricken families of Walton County and at the same time, to establish a permanent fund with which to carry on the fight against future lynchings of Negro citizens of Georgia, is at once a solemn obligation and a ringing challenge to every Negro in the state, poor as well as rich, and illiterate as well as educated. It is an undertaking which concerns, in a most vital and peculiar sense...",490804171,NA,"editorial_article","1528-6142",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=4&amp;date=1946-08-04&amp;atitle=Our+Solemn+Obligation&amp;au=&amp;id=doi:","4","black_press/bp299.txt"
"1872",6726,"bp300","Atlanta Daily World (1932-)","Georgia","1946-08-04",1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.proquest.com/historical-newspapers/report-gbi-knows-monroe-lynchers/docview/490802405/se-2?accountid=14696","blackpress","bp300.txt",278,294,"Report GBI Knows Monroe Lynchers","Atlanta","ProQuest Historical Newspapers: Atlanta Daily World","  MONROE, Ga.-- (ANP)--The Georgia Bureau of Investigation knows who led the mob in the recent lynching of four here and knows the names of at least five of the 20 or 30 mobsters, but has no evidence against them for a court case, according to a report from...",490802405,NA,"front_page","1528-6142",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=1&amp;date=1946-08-04&amp;atitle=Report+GBI+Knows+Monroe+Lynchers&amp;au=&amp;id=doi:","1","black_press/bp300.txt"
"1873",6729,"bp303","Atlanta Daily World (1932-)","Georgia","1946-08-02",1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.proquest.com/historical-newspapers/reward-hiked-32-000-thursday/docview/490804134/se-2?accountid=14696","blackpress","bp303.txt",281,297,"Reward Hiked To $32,000 Thursday","Atlanta","ProQuest Historical Newspapers: Atlanta Daily World","  MONROE. Ga. -- (ENS) -- As the rewards for the mob who lynched Lwo Negro couples in Walton County on July 24 soared to $32,000 Thursday. there were hints of an early break in the case.",490804134,NA,"front_page","1528-6142",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=1&amp;date=1946-08-02&amp;atitle=Reward+Hiked+To+%2432%2C000+Thursday&amp;au=&amp;id=doi:","1","black_press/bp303.txt"
"1874",6730,"bp304","Atlanta Daily World (1932-)","Georgia","1946-07-31",1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.proquest.com/historical-newspapers/natl-club-women-protest-lynching/docview/490799835/se-2?accountid=14696","blackpress","bp304.txt",282,298,"Nat'l Club Women Protest Lynching","Atlanta","ProQuest Historical Newspapers: Atlanta Daily World","  WASHINGTON -- (SNS) -- A resolution to be sent to President Truman and members of Congress protesting the lynching of four Negroes last week in Georgia was passed Monday by the National Association of Colored Women at their golden jubilee convention at...",490799835,NA,"front_page","1528-6142",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=1&amp;date=1946-07-31&amp;atitle=Nat%27l+Club+Women+Protest+Lynching&amp;au=&amp;id=doi:","1","black_press/bp304.txt"
"1875",6733,"bp307","Atlanta Daily World (1932-)","Georgia","1946-07-30",1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.proquest.com/historical-newspapers/fbi-probers-take-over-monroe-massacre-harrison/docview/490797469/se-2?accountid=14696","blackpress","bp307.txt",285,301,"FBI Probers Take Over Monroe Massacre; Harrison Guarded: Reward Hiked To $11,500 As Interest Mounts Fear-Ridden Monroe Placed On Nation's Blacklist Of Evil","Atlanta","ProQuest Historical Newspapers: Atlanta Daily World","  To date there have been no sensational developments in the investigation of the lynching of two Negro couples in Walton county, but there were ... Monday that the way had been cleared for federal jurisdiction. The means that the United States Department of...",490797469,NA,"front_page","1528-6142",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=1&amp;date=1946-07-30&amp;atitle=FBI+Probers+Take+Over+Monroe+Massacre%3B+Harrison+Guarded&amp;au=&amp;id=doi:","1","black_press/bp307.txt"
"1876",6734,"bp308","Atlanta Daily World (1932-)","Georgia","1946-07-30",1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.proquest.com/historical-newspapers/white-methodists-blast-monroe-mob/docview/490796610/se-2?accountid=14696","blackpress","bp308.txt",286,302,"White Methodists Blast Monroe Mob","Atlanta","ProQuest Historical Newspapers: Atlanta Daily World","  White Methodists ministers of Atlanta at their weekly Association Monday, made public a resolution deploring the lynching of four Walton County, Georgia Negroes, which has besmirched the good name of Georgia,"" ""violated all Christain conscience, and has...",490796610,NA,"front_page","1528-6142",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=1&amp;date=1946-07-30&amp;atitle=White+Methodists+Blast+Monroe+Mob&amp;au=&amp;id=doi:","1","black_press/bp308.txt"
"1877",6735,"bp309","Atlanta Daily World (1932-)","Georgia","1946-07-28",1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.proquest.com/historical-newspapers/10-000-reward-offered-ga-lynchers/docview/490796038/se-2?accountid=14696","blackpress","bp309.txt",287,303,"$10,000 REWARD OFFERED FOR GA. LYNCHERS: GOVERNOR ARNALL ACTS TO APPREHEND AND CONVICT MOB FBI PROBING MASSACRE OF 4 AT MONROE NATION AROUSED BY ATROCITY; TALMADGE SPEAKS","Atlanta","ProQuest Historical Newspapers: Atlanta Daily World","  Rewards amounting to more than $10,000 were offered by Governor Ellis Arnall Saturday for evidence leading to the apprehension and conviction of the members of the mob that lynched two Negro couples, Thursday afternoon, near Monroe, Cia.",490796038,NA,"front_page","1528-6142",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=1&amp;date=1946-07-28&amp;atitle=%2410%2C000+REWARD+OFFERED+FOR+GA.+LYNCHERS&amp;au=&amp;id=doi:","1","black_press/bp309.txt"
"1878",6736,"bp310","Atlanta Daily World (1932-)","Georgia","1946-07-27",1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.proquest.com/historical-newspapers/records-point-lynching-upsurge/docview/490798074/se-2?accountid=14696","blackpress","bp310.txt",288,304,"Records Point To Lynching Upsurge","Atlanta","ProQuest Historical Newspapers: Atlanta Daily World","  The lynching of Four Negroes in Walton County, Georgia. Thursday is the first in the nation for the year of 1946 and the first in Georgia since 1941, according to the Department of Research Records Tuskegee Institute.",490798074,NA,"front_page","1528-6142",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=1&amp;date=1946-07-27&amp;atitle=Records+Point+To+Lynching+Upsurge&amp;au=&amp;id=doi:","1","black_press/bp310.txt"
"1879",6740,"bp314","Atlanta Daily World (1932-)","Georgia","1946-02-24",1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.proquest.com/historical-newspapers/witness-reports-lynching-south-carolina/docview/490789452/se-2?accountid=14696","blackpress","bp314.txt",292,308,"'Witness' Reports Lynching In South Carolina: SOUTH CAROLINA LYNCHING REPORTED BY 'WITNESS' HERE","Atlanta","ProQuest Historical Newspapers: Atlanta Daily World","  A responsible South Carolina Citizen who arrived in Atlanta Friday said that he and his wife witnessed the lynching of a Negro man at Elko, South Carolina, while passing through the small village Thursday morning around 9:30 o'clock.",490789452,NA,"front_page","1528-6142",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=1&amp;date=1946-02-24&amp;atitle=%27Witness%27+Reports+Lynching+In+South+Carolina&amp;au=&amp;id=doi:","1","black_press/bp314.txt"
"1880",6741,"bp315","New Journal and Guide (1916-)","Virginia","1946-01-12",1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.proquest.com/historical-newspapers/governor-disputes-dictionary-on-definition/docview/567901511/se-2?accountid=14696","blackpress","bp315.txt",293,309,"Governor Disputes Dictionary On Definition Of Lynching","Norfolk","ProQuest Historical Newspapers: Norfolk Journal and Guide","Gov. Millard Caldwell challenged Webster's dictionary on the definition of ""lynching"" here last week in denying that Jesse James Fayne, a Negro farmhand, was...",567901511,NA,"article",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=New+Journal+and+Guide+%281916-%29&amp;spage=4&amp;date=1946-01-12&amp;atitle=Governor+Disputes+Dictionary+On+Definition+Of+Lynching&amp;au=&amp;id=doi:","4","black_press/bp315.txt"
"1881",6753,"bp327","New Journal and Guide (1916-)","Virginia","1944-01-08",1944,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.proquest.com/historical-newspapers/three-lynchings-43-police-protection-cited/docview/567845919/se-2?accountid=14696","blackpress","bp327.txt",305,321,"Three Lynchings In '43; Police Protection Cited","Norfolk","ProQuest Historical Newspapers: Norfolk Journal and Guide","A total of three persons, all Negroes were lynched in 1943 with Florida, Georgia, and Illinois carrying the scar of one...",567845919,NA,"article",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=New+Journal+and+Guide+%281916-%29&amp;spage=A1&amp;date=1944-01-08&amp;atitle=Three+Lynchings+In+%2743%3B+Police+Protection+Cited&amp;au=&amp;id=doi:","A1","black_press/bp327.txt"
"1882",6755,"bp329","Atlanta Daily World (1932-)","Georgia","1943-11-14",1943,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.proquest.com/historical-newspapers/relations-tense-after-jury-frees-lynchers/docview/490725739/se-2?accountid=14696","blackpress","bp329.txt",307,323,"Relations Tense After Jury Frees Lynchers","Atlanta","ProQuest Historical Newspapers: Atlanta Daily World","  LEWISTON, Ill.--(ANP)While law enforcement officers expressed fear of a racial outbreak here resulting from the lynchins of a Negro soldier here last week by a mob of white farmers from nearby Ipava, the Chicago Branch NAACP and other militant groups were...",490725739,NA,"front_page","1528-6142",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=1&amp;date=1943-11-14&amp;atitle=Relations+Tense+After+Jury+Frees+Lynchers&amp;au=&amp;id=doi:","1","black_press/bp329.txt"
"1883",6758,"bp332","New Journal and Guide (1916-)","Virginia","1943-06-05",1943,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.proquest.com/historical-newspapers/12-women-commissioned-third-officers-waac/docview/567720229/se-2?accountid=14696","blackpress","bp332.txt",310,326,"12 Women Commissioned Third Officers In WAAC","Norfolk","ProQuest Historical Newspapers: Norfolk Journal and Guide","Third Officer Muriel K. Fawcett iof 622 Jackson street. Lynchburg. Va., was one of 12 Negro women who were graduated from Officer Candidate School and commins",567720229,NA,"article",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=New+Journal+and+Guide+%281916-%29&amp;spage=9&amp;date=1943-06-05&amp;atitle=12+Women+Commissioned+Third+Officers+In+WAAC&amp;au=&amp;id=doi:","9","black_press/bp332.txt"
"1884",6761,"bp335","Atlanta Daily World (1932-)","Georgia","1943-04-12",1943,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.proquest.com/historical-newspapers/trial-mississippi-lynchers-is-set/docview/490703956/se-2?accountid=14696","blackpress","bp335.txt",313,329,"Trial For Mississippi ""Lynchers"" Is Set","Atlanta","ProQuest Historical Newspapers: Atlanta Daily World","  JACKSON, Miss.-(SNS)--Five Jones county white defendants charged in two federal indictments with the violation of the federal civil right stature in connection with the lynching of a colored man, 48-year-old Howard Wash, at Laurel on October 6, 1942, will be...",490703956,NA,"front_page","1528-6142",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=1&amp;date=1943-04-12&amp;atitle=Trial+For+Mississippi+%22Lynchers%22+Is+Set&amp;au=&amp;id=doi:","1","black_press/bp335.txt"
"1885",6763,"bp337","Atlanta Daily World (1932-)","Georgia","1942-12-27",1942,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.proquest.com/historical-newspapers/five-lynched-1942-says-skegee-report/docview/490694395/se-2?accountid=14696","blackpress","bp337.txt",315,331,"Five Lynched In 1942, Says 'Skegee Report: Seventeen Mob Violences Were Halted By Police","Atlanta","ProQuest Historical Newspapers: Atlanta Daily World","  Five persons, all colored, were lynched in 1942, according to findings released Saturday by Dr F. D. Patterson of Tuskegee Institute.",490694395,NA,"front_page","1528-6142",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=1&amp;date=1942-12-27&amp;atitle=Five+Lynched+In+1942%2C+Says+%27Skegee+Report&amp;au=&amp;id=doi:","1","black_press/bp337.txt"
"1886",6769,"bp343","Atlanta Daily World (1932-)","Georgia","1942-10-27",1942,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.proquest.com/historical-newspapers/naacp-demands-anti-lynch-bill/docview/490693404/se-2?accountid=14696","blackpress","bp343.txt",321,337,"NAACP Demands Anti-Lynch Bill: Group Redoubles Efforts Since Miss. Mob Action Message Sent To White House By Various Branches","Atlanta","ProQuest Historical Newspapers: Atlanta Daily World","  NEW YORK, N. Y.--(SNS)-- While the nation awaits the action of state authorities to bring to justice the mobs who recently lynched two Mississippi Negro children and one Negro man with in the same week, the NAACP has redoubled its efforts to secure...",490693404,NA,"front_page","1528-6142",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=1&amp;date=1942-10-27&amp;atitle=NAACP+Demands+Anti-Lynch+Bill&amp;au=&amp;id=doi:","1","black_press/bp343.txt"
"1887",6773,"bp347","Atlanta Daily World (1932-)","Georgia","1942-10-18",1942,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.proquest.com/historical-newspapers/mississippi-chalks-up-3rd-lynching-within-one/docview/490696189/se-2?accountid=14696","blackpress","bp347.txt",325,341,"MISSISSIPPI CHALKS UP 3RD LYNCHING WITHIN ONE WEEK: VICTIM, 45, HAD BEEN TRIED FOR SLAYING EMPLOYER SEIZED FROM JAIL, HUNG FROM BRIDGE EIGHT MILES AWAY","Atlanta","ProQuest Historical Newspapers: Atlanta Daily World","  LAUREL, Miss.--(SNS)--Another Negro was lyncher in Mississippi Saturday, making the third such occurence in the state in the single week.",490696189,NA,"front_page","1528-6142",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=1&amp;date=1942-10-18&amp;atitle=MISSISSIPPI+CHALKS+UP+3RD+LYNCHING+WITHIN+ONE+WEEK&amp;au=&amp;id=doi:","1","black_press/bp347.txt"
"1888",6774,"bp348","Atlanta Daily World (1932-)","Georgia","1942-10-16",1942,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.proquest.com/historical-newspapers/governor-johnson-deplores-miss-youths-lynchings/docview/490694179/se-2?accountid=14696","blackpress","bp348.txt",326,342,"Governor Johnson Deplores Miss. Youths' Lynchings, Pledges Prosecution: Youths Held In Attempted Rape Taken By Mob","Atlanta","ProQuest Historical Newspapers: Atlanta Daily World","  JACKSON, Miss.--Governor Paul B. Johnson promised Monday night that he would do ""everything that it is in my duty in this case to see that the guilty parties are apprehended and punished"", in condemning the lynching of two 14-year-old Negro boys at Shubuta, in Clarke County, Sunday.",490694179,NA,"article","1528-6142",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=8&amp;date=1942-10-16&amp;atitle=Governor+Johnson+Deplores+Miss.+Youths%27+Lynchings%2C+Pledges+Prosecution&amp;au=&amp;id=doi:","8","black_press/bp348.txt"
"1889",6779,"bp353","Atlanta Daily World (1932-)","Georgia","1942-07-21",1942,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.proquest.com/historical-newspapers/ask-immediate-passage-poll-tax-lynch-bills/docview/490684395/se-2?accountid=14696","blackpress","bp353.txt",331,347,"Ask Immediate Passage Of Poll Tax, Lynch Bills: Labor Leaders Urge Prosecution Of Texas Lynchers","Atlanta","ProQuest Historical Newspapers: Atlanta Daily World","  BUFFALO, N. Y. -- (SNS) -- Immediate passage of Federal Anti-Lynching and Anti-Poll Tax legislation, as vitally needed War measures, and Federal prosecution of those responsible for the lynching of a 31-year-old Negro in Texas last week as traitors to the Nation...",490684395,NA,"front_page","1528-6142",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=1&amp;date=1942-07-21&amp;atitle=Ask+Immediate+Passage+Of+Poll+Tax%2C+Lynch+Bills&amp;au=&amp;id=doi:","1","black_press/bp353.txt"
"1890",6781,"bp355","New Journal and Guide (1916-)","Virginia","1942-05-09",1942,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.proquest.com/historical-newspapers/can-be-done/docview/567591152/se-2?accountid=14696","blackpress","bp355.txt",333,349,"It Can Be Done","Norfolk","ProQuest Historical Newspapers: Norfolk Journal and Guide","THE conviction of five white men found guilty of taking part in a mob effort to lynch Cy Winstead, Negro youth, who was held in prison awaiting trial in Person County (N.",567591152,NA,"editorial_article",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=New+Journal+and+Guide+%281916-%29&amp;spage=B10&amp;date=1942-05-09&amp;atitle=It+Can+Be+Done&amp;au=&amp;id=doi:","B10","black_press/bp355.txt"
"1891",6785,"bp359","New Journal and Guide (1916-)","Virginia","1942-02-21",1942,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.proquest.com/historical-newspapers/union-labor-aids-coleman-defense/docview/567531302/se-2?accountid=14696","blackpress","bp359.txt",337,353,"Union Labor Aids Coleman In Defense","Norfolk","ProQuest Historical Newspapers: Norfolk Journal and Guide","On February 24, the appeal of Festus Lewis Coleman,, young Negro worker who was legally lynched by the San Francisco courts which",567531302,NA,"article",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=New+Journal+and+Guide+%281916-%29&amp;spage=B20&amp;date=1942-02-21&amp;atitle=Union+Labor+Aids+Coleman+In+Defense&amp;au=&amp;id=doi:","B20","black_press/bp359.txt"
"1892",6788,"bp362","Atlanta Daily World (1932-)","Georgia","1942-02-04",1942,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.proquest.com/historical-newspapers/8-0r-10-mo-lynch-mob-said-be-known/docview/490670845/se-2?accountid=14696","blackpress","bp362.txt",340,356,"8 0r 10 In Mo. Lynch Mob Said To Be Known: Evidence to Be Submitted To Grand Jurors","Atlanta","ProQuest Historical Newspapers: Atlanta Daily World","  SIKESTON, Mo. (ANP)--Scott County Prosecuting Atty. David E. Blanton announced here Friday that the identity of eight or ten leaders of the mob which lynched Cleo Wright are known to state and county officers and their arrest is expected this week.",490670845,NA,"front_page","1528-6142",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=1&amp;date=1942-02-04&amp;atitle=8+0r+10+In+Mo.+Lynch+Mob+Said+To+Be+Known&amp;au=&amp;id=doi:","1","black_press/bp362.txt"
"1893",6790,"bp364","Atlanta Daily World (1932-)","Georgia","1941-11-30",1941,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.proquest.com/historical-newspapers/globe-trotter/docview/490660911/se-2?accountid=14696","blackpress","bp364.txt",342,358,"The Globe Trotter .: Prediction Comes True","Atlanta","ProQuest Historical Newspapers: Atlanta Daily World","  READING THE NEWSPAPER accounts of the elemency hearings held before Governor Talmadge in the cases of the six East Point (Ga.) floggers. this writer cannot help but think of the admonition stated by the late Booker T. Washington years ago that beatings and lynching of Negroes would inevitably lead to beatings and lynching of white men.",490660911,"Mackay, Cliff","article","1528-6142",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=4&amp;date=1941-11-30&amp;atitle=The+Globe+Trotter+.&amp;au=Mackay%2C+Cliff&amp;id=doi:","4","black_press/bp364.txt"
"1894",6791,"bp365","New Journal and Guide (1916-)","Virginia","1941-11-01",1941,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.proquest.com/historical-newspapers/examipl-south/docview/567424417/se-2?accountid=14696","blackpress","bp365.txt",343,359,"An Examipl To The South","Norfolk","ProQuest Historical Newspapers: Norfolk Journal and Guide","ALL praise to the North Carolina auAthorities. in general. and to the Person County Grand Jury in particular, for the indictment of 10 members of a mob which attempted to lynch a Negro",567424417,NA,"editorial_article",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=New+Journal+and+Guide+%281916-%29&amp;spage=8&amp;date=1941-11-01&amp;atitle=An+Examipl+To+The+South&amp;au=&amp;id=doi:","8","black_press/bp365.txt"
"1895",6793,"bp367","Atlanta Daily World (1932-)","Georgia","1941-06-05",1941,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.proquest.com/historical-newspapers/dark-florida/docview/490647359/se-2?accountid=14696","blackpress","bp367.txt",345,361,"DARK FLORIDA","Atlanta","ProQuest Historical Newspapers: Atlanta Daily World","  NEW YORK, June--According to the newspaper account, the lynching of a colored man in a little town in northwestern Florida a few nights ago was an episode which, for bestiality, could be matched only in cultural exercises of the super-race of Adolf Hitler.",490647359,"WESTBROOK PEGLER","article","1528-6142",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=6&amp;date=1941-06-05&amp;atitle=DARK+FLORIDA&amp;au=WESTBROOK+PEGLER&amp;id=doi:","6","black_press/bp367.txt"
"1896",6795,"bp369","New Journal and Guide (1916-)","Virginia","1941-05-24",1941,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.proquest.com/historical-newspapers/murder-background/docview/567425022/se-2?accountid=14696","blackpress","bp369.txt",347,363,"Murder and Background","Norfolk","ProQuest Historical Newspapers: Norfolk Journal and Guide","The lynching of a Negro at Quincy. Fla., on Tuesday, occurred under circumstances of more flagrant neglect by the sheriff than many similar cases of mob violence in some of the darkest...",567425022,NA,"editorial_article",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=New+Journal+and+Guide+%281916-%29&amp;spage=8&amp;date=1941-05-24&amp;atitle=Murder+and+Background&amp;au=&amp;id=doi:","8","black_press/bp369.txt"
