docname,Newspaper,Year,Beginning of Passage,keyword,End of Passage,Code,Comments
9433_-1.txt,"Daily Ohio statesman (Columbus, Ohio)",1864,[ from the philadelphia age . 1 mobbing newspapers . it is becoming the fashion again to,mob,"democratic newspapers . the plan of opera tions is for the members of the league to supply a squad of soldiers with liquor , and then when they have become intoxicated to instigate them to mob the obnoxious office . in this way , within a few weeks , the",NA,NA
9433_-1.txt,"Daily Ohio statesman (Columbus, Ohio)",1864,"philadelphia age . 1 mobbing newspapers . it is becoming the fashion again to mob democratic newspapers . the plan of opera tions is for the members of the league to supply a squad of soldiers with liquor , and then when they have become intoxicated to instigate them to",mob,"the obnoxious office . in this way , within a few weeks , the craw- ford democrat , and the northumberland democrat , of this state , and the mahoning sentinel , and ohio eagle , of ohio , have been summarily suppressed . thus far the only redress for",NA,NA
9433_-1.txt,"Daily Ohio statesman (Columbus, Ohio)",1864,"been summarily suppressed . thus far the only redress for these outrages has been that secured in the town of lancaster , the place of publication of the ohio eagle , where the democrats retaliated by destroying the dwellings of the abolitionists , who had been foremost in instigating the",mob,". this seems to be the only remedy for such offences . things have come to such a pass that as against the acts of the "" loyal , "" the laws afford no sufficient protection . in every one of the northern states , however , the democrats are",NA,NA
9433_-1.txt,"Daily Ohio statesman (Columbus, Ohio)",1864,"members of the league , that there are limits to their endurance , and that the democrats of the north will not submit to the destruction of their property without resorting to measures of retaliation . it is absurd to suppose that one political party can enjoy a monopoly of",mobs,"and assassination . democrats have shown themselves to be excellent citizens- marvels of obedience to hateful laws models of patience under the most offensive subject to human infirmities , and very prone , when smitten on the one eek , to hit back , instead of turning the other .",NA,NA
9433_-1.txt,"Daily Ohio statesman (Columbus, Ohio)",1864,"themselves to be excellent citizens- marvels of obedience to hateful laws models of patience under the most offensive subject to human infirmities , and very prone , when smitten on the one eek , to hit back , instead of turning the other . , let us have no more",mobs,. pray,NA,NA
9436_-1.txt,"The Sioux County journal (Harrison, Nebra...)",1897,"turnpike raids , murders from am bush and",mob,lynching parties in kentucky have driven the legislature to the enactment of stringent measures to suppress this lawless element so common within its borders . the sen ate of that state has passed a law which requires jailers and other offcers holding persons threatened by violence to arm the prisoner,NA,NA
9436_-1.txt,"The Sioux County journal (Harrison, Nebra...)",1897,"by violence to arm the prisoner that he may defend himself , and to protect him with the aid of a posse at the peril of forfeiting his own office . it is questionable which would be in the most anger , a desperate criminal without weapons , or his",captors,", providing he armed es .",NA,NA
9441_-1.txt,"The broad ax (Salt Lake City,...)",1913,"his most conspicuous work as a legislator in the interest of the race dur ing his first term ( in 1894 ) was the passage of the ohio civil rights law . his """,mob,"violence or anti- lynching law , "" which is now on the statute books of the grand old state , overshadows all his work in the general assembly of ohio . for four years , during the time senator foraker was governor of ohio and as a result of his",NA,NA
9446_-1.txt,"Evening times-Republican (Marshalltown, I...)",1914,"under state murderer reported lynched . special to times- republican . algona , nov . 6- a report to algona that mccurley , the comes man who was arrested here by local of- ficers for a double murder charged to him at great bend , kan . , has been",mobbed,"to death . when sheriff from great bend came and the took mc curley back he only took him as far out and one report while another says he was beaten to says that the mob hung mccurley , . month this for called evening in the big four barber",NA,NA
9446_-1.txt,"Evening times-Republican (Marshalltown, I...)",1914,"double murder charged to him at great bend , kan . , has been mobbed to death . when sheriff from great bend came and the took mc curley back he only took him as far out and one report while another says he was beaten to says that the",mob,"hung mccurley , . month this for called evening in the big four barber shop fire broke out about 6 : 30 tuesday death in the office . the trial had been",NA,NA
9450_-1.txt,Dayton daily empire (Dayton [Ohio]),1865,"supposed commanded the esteem and confidence of the members of all partjes ; an omission , now fully explained , to drape his house with mourning , in conformity with with the the course adopted during the day by his neighbors , gave offense to his sovereign lord , king",mob,". that eminent man's privacy , sacred , as one would suppose it to be , in the feelings of every citizen , was outraged , and his residence made a subject of a mean indignity , because , forsooth , he had not anticipated the behests of a brutal",NA,NA
9453_-1.txt,The New York herald (New York [N.Y.]),1866,", was taken from the jail at mason last and matilda 1 . . macdonald , aged 4 years , 8 months and other than rio and santos in new york , comprises american lloyd steamship compa no merountile community of said nation for the recruiting of night by a",mob,"and hung on a tree . 16 days . torth 74,975 bags , in the following lots : -laguayra , 19,360 two or three thousand armed men ( after having first- ob the relatives and friends of the family are respect ny- five shares , $ 100 each , for",NA,NA
9455_-1.txt,"Evening star (Washington, D.C...)",1937,"of tuskegee institute , today credited a 90 per cent decrease in lynchings in the united states since 1887 to "" growth in the humanitarian attitude of the american people . "" a tabulation of lynchings by decades , from the institute's department of records and research , listed 1,583",mob,"victims in the 1887-96 period , and 151 in the 1927-36 period . each decade since the first revealed a decline in mob action . lynchings totaled 1,030 for the decade begin ning in 1897 ; 670 for that beginning in 1907 , and 463 for the period . 1917-1926",NA,NA
9455_-1.txt,"Evening star (Washington, D.C...)",1937,"the humanitarian attitude of the american people . "" a tabulation of lynchings by decades , from the institute's department of records and research , listed 1,583 mob victims in the 1887-96 period , and 151 in the 1927-36 period . each decade since the first revealed a decline in",mob,"action . lynchings totaled 1,030 for the decade begin ning in 1897 ; 670 for that beginning in 1907 , and 463 for the period . 1917-1926 dr . patterson listed three major factors as contributing to the decline . the first , he said , is the tendency for",NA,NA
9456_-1.txt,"Twin-City herald (Minneapolis, Mi...)",1935,"for brotherhood jewish vets moved "" whereas ,",mob,"violence and lynch law are not only reprehensible because they undermine the very foundation upon which our republic was founded , but directly discredit the united states abroad and make mockery of our- called law and order . so "" now therefore be it . re solved , by the",NA,NA
9458_-1.txt,"The Portland daily press (Portland, Me.)",1881,". it was a serious crowd , quieted by horror . the anxious throng that stood all day before the white house was of the same kind . every precaution was taken by the authorities , as was proper , but i do not believe there has been danger of",mob,since the first half hour after the news began a to spread .,NA,NA
9466_-1.txt,"The Loup City northwestern (Loup City, Neb.)",1906,"the country is free from faults , and that no section has occasion to jeer at the shortcomings of any other section ; he turns to the subject of lynchings , and especially as ap plied to the negro of the south . he says the greatest existing cause for",mob,"law is the perpetration by the blacks of the crime of rape , a crimne which he terms even worse than murder . he quotes the admonitions to the white people spoken by gov . candler , of georgia , some years ago , and by gov . jelks ,",NA,NA
9466_-1.txt,"The Loup City northwestern (Loup City, Neb.)",1906,"all the children who have any knowledge of it , and therefore just so much additional trouble for the next generation of americans . "" let justice be both sure and swift ; but let it be justice under the law , and not the wild and crooked of a",mob,. savagery,NA,NA
9469_-1.txt,NA,1906,"sheriff of leavenworth county in measured terme and offered a reward un- for was illustrated in the summer of 1904 at statesboro , ga . two negroes charged with murder had been placed under the protection of the state militia , but the militia offered no real resistance when a",mob,"descended upon the prisoners , who were tied to gether and burned allve by a mob of 1,000 citizens . the officers were court- martialed , and captain hitch , who was in command , was dismissed , and lieutenant kell was suspended for a year the others were censured",NA,NA
9469_-1.txt,NA,1906,"the summer of 1904 at statesboro , ga . two negroes charged with murder had been placed under the protection of the state militia , but the militia offered no real resistance when a mob descended upon the prisoners , who were tied to gether and burned allve by a",mob,"of 1,000 citizens . the officers were court- martialed , and captain hitch , who was in command , was dismissed , and lieutenant kell was suspended for a year the others were censured . . georgia averaged about twenty- six lynchings a year from 1901 up to the present",NA,NA
9472_-1.txt,The Indiana State sentinel (Indianapolis),1894,"compelled to support his child under such circumstances , and this payment can hardly be considered more than that . the evil effect of such a pardon is not confined to the encouragement of similar offenses . it is an encouragement to relatives of the injured party to take the",law into their own hands,". hardly an encouragement either , but a warning that justice may not be done unless it is done by violence . and this is even now so commonly recognized that it is an understood thing that american juries will not convict a man who kills the seducer of a",NA,NA
9474_-1.txt,NA,1905,""" our country is disgusted by the number of lynchings that occur both in the north and south , and excuses are sought for the horid and fiendish oruelties perpetrated by",mobs,"in such cases in some other cause than the delays of justice . instances are cited of where the mob has executed men whom they had every reason to be here were to be justly punished un der the law , to show that an improvement in the criminal procedure",NA,NA
9474_-1.txt,NA,1905,"our country is disgusted by the number of lynchings that occur both in the north and south , and excuses are sought for the horid and fiendish oruelties perpetrated by mobs in such cases in some other cause than the delays of justice . instances are cited of where the",mob,"has executed men whom they had every reason to be here were to be justly punished un der the law , to show that an improvement in the criminal procedure would not prevent lynchings . but every man of affairs who has studied the subject at all knows that if",NA,NA
9474_-1.txt,NA,1905,"punished un der the law , to show that an improvement in the criminal procedure would not prevent lynchings . but every man of affairs who has studied the subject at all knows that if men who commit crime were promptly ar rested and convicted there , would be no",mob,"for the purpose of lynching . nothing but a radical improvement in every administration of criminal law will prevent the growth in the number of lynchings in the united that bring the blush of shame to states every lover of his country . """,NA,NA
9479_-1.txt,"The Athens post (Athens, Tenn.)",1855,"more lynch law women.- a "" grocery "" was broken into the other day at danville , miss . , by",a party of,"ladies , and all the liquor in it smashed up- utterly spilt . this was in revenge for the damage done to their bands by said grocery . hus",NA,NA
9480_-1.txt,Vermont telegraph (Brandon [Vt.]),1842,"christian , and who think themselves wronged by being denominated unbelievers ! oh , all they who have such a revengeful and foul spirit , are of their father the wicked one . are not ? and , by the way , so are they who here at the north",mob,"the colored people , and their friends- dragging them from the rail- road cars , and otherwise insulting , abusing , and mangling them . nor are they to be excepted from this censure , who look down from the high places of author- ily , and sanction such abominations",NA,NA
9480_-1.txt,Vermont telegraph (Brandon [Vt.]),1842,"otherwise insulting , abusing , and mangling them . nor are they to be excepted from this censure , who look down from the high places of author- ily , and sanction such abominations . and that affair at lynn depot , of which nearly all have heard something- a",mob,"sanctioned , if not headed by one stephen a . chase , a quaker , and which shamefully assaulted friend collins , of the anti- slave ry society , and frederick douglas , an eloquent fugitive slave , that must receive a particular notice in our paper , if circumstances",NA,NA
9480_-1.txt,Vermont telegraph (Brandon [Vt.]),1842,"the friends of jesus can make it as sensibly felt throughout the world , that bruising and killing one another is a sin against god as it is now , felt that drunkenness is - and this done , uch is accomplished toward restraining violence . to be engaged in",mobs,"of any kind , enher actively or passively , places a man among the enemies of christ and of god- this is the stand that we must take . and if we , being abolitionists , should be in just as much danger of losing our lives in going to",NA,NA
9484_-1.txt,"The Topeka state journal (Topeka, Kansas)",1900,"negroes is becoming so common in this country until a passing notice of burning of negroes is all that is necessary . this light indiffer erice will continue , as long as the negroes remain silent and indifferent to the crime committed by the suspect and the punishment inflicted by",mobs,"in violation of law . we not only see the negro denied the rights by mob violence to a fair and impartial trial for the crime charged but we see , that other rights that are as and as sacred to him as life itself dear are gradually being eliminated",NA,NA
9484_-1.txt,"The Topeka state journal (Topeka, Kansas)",1900,"is all that is necessary . this light indiffer erice will continue , as long as the negroes remain silent and indifferent to the crime committed by the suspect and the punishment inflicted by mobs in violation of law . we not only see the negro denied the rights by",mob,"violence to a fair and impartial trial for the crime charged but we see , that other rights that are as and as sacred to him as life itself dear are gradually being eliminated throughout the south and sanctioned by the supreme court of the nation . the negro is",NA,NA
9485_-1.txt,NA,1899,"governor candler's appeal . atlanta , ga . , aug . 1 . - governor candler has issued an appeal to the people of georgia to join hands and put an end to",mob,"violence in the state . the governor believes the only way to restore a condition of peace and tranquility and to bring an end to the lawlessness that has been manifested in different parts of the state is for the people to uphold the courts , ald them in bringing",NA,NA
9487_-1.txt,"The Anaconda standard (Anaconda, Mont.)",1891,"the blackfeet , plegans and crees in the gulches near craig- particulars of the lynching of indian near conconully . an hanged by a",mob,". glasgow , mo . , jan . 20 . - oliver thixon , colored , was hanged by a mob near fayette to- for an attempted assault on a white day girl .",NA,NA
9487_-1.txt,"The Anaconda standard (Anaconda, Mont.)",1891,"the blackfeet , plegans and crees in the gulches near craig- particulars of the lynching of indian near conconully . an hanged by a mob . glasgow , mo . , jan . 20 . - oliver thixon , colored , was hanged by a",mob,near fayette to- for an attempted assault on a white day girl .,NA,NA
9490_-1.txt,"The broad ax (Salt Lake City,...)",1899,"the than that we have dared to refer to the undisputable fact that over two thousand white gentlemen louisiana , the leaders of of society are constantly en gaged in sustaining unlawful rela tions with women but he negro perfectly will- . no doubt would be ing to assist to",mob,end lynch us for referring to this fact . he would be willing to help to burn us at the stake for criticising white gentlemen who paint their faces black and commit outrages upon their own females and then cast the odium upon the negro . if we are to,NA,NA
9496_-1.txt,NA,1903,"lynching and crime . the selma times is the only ala bama newspaper , so far as the news is aware , that approves of lynching . in an editorial on the scottsboro lynching it declared that the",mob,"did right . the times seems to think that there is too much sympathy wasted on the brute that is lynched and not innocent victim . "" so enough on the far as southern opposition to lynch ing is concerned the times is entirely wrong in its suggestion . there",NA,NA
9496_-1.txt,NA,1903,feels sorry for him or deplores his death except that his punishment was effected outside of the pale of the law . crime is just as de testable and guilt as odious to those who stand for the supremacy of the law as it is to those who believe in,mob,"violence . experience has proven that lynch ing does not reduce crime . no one has respect for the verdict of the mob . the brute with depraved instincts feels that the mob , if he com mits a crime , is just about as likely in the passion of",NA,NA
9496_-1.txt,NA,1903,is just as de testable and guilt as odious to those who stand for the supremacy of the law as it is to those who believe in mob violence . experience has proven that lynch ing does not reduce crime . no one has respect for the verdict of the,mob,". the brute with depraved instincts feels that the mob , if he com mits a crime , is just about as likely in the passion of the moment , to select an innocent victim as it is the culprit . manifestiations of mob violence are incentives to crime by",NA,NA
9496_-1.txt,NA,1903,those who stand for the supremacy of the law as it is to those who believe in mob violence . experience has proven that lynch ing does not reduce crime . no one has respect for the verdict of the mob . the brute with depraved instincts feels that the,mob,", if he com mits a crime , is just about as likely in the passion of the moment , to select an innocent victim as it is the culprit . manifestiations of mob violence are incentives to crime by the , hope of immunity which they hold out .",NA,NA
9496_-1.txt,NA,1903,"respect for the verdict of the mob . the brute with depraved instincts feels that the mob , if he com mits a crime , is just about as likely in the passion of the moment , to select an innocent victim as it is the culprit . manifestiations of",mob,"violence are incentives to crime by the , hope of immunity which they hold out . since lynching does not de crease the crime it has no prop to sup port it . again lawlessness breeds , rapidly . one form of law violation unrebuked begets a contempt for the",NA,NA
9496_-1.txt,NA,1903,". again lawlessness breeds , rapidly . one form of law violation unrebuked begets a contempt for the fact general in . law in . the history of mankind teaches us that license to means barbarism , and law is the mark of civilization . the utter irresponsibility of the",mob,"is not more strikingly shown than in the increase of causes of lynching . criminal assault is now in the minority . the causes range from that heinous crime down to the most trival offense . there is little room for argument . however , on the subject of lynching",NA,NA
9498_-1.txt,"The news & observer (Raleigh, N.C.)",1897,"gov . atkinson on lynching . his recommendations to the georgia assembly- saye arm the prisoner . atlanta , ga . , oct . 27 . -",mob,law was severely condemned by governor atkin son in his message to the georgia legislature here to- day . the message bris- tled with a scorching and sensational at tack upon the lawless spirit that fosters the lynch law in this state . he says that to exterminate the practice,NA,NA
9498_-1.txt,"The news & observer (Raleigh, N.C.)",1897,". the message bris- tled with a scorching and sensational at tack upon the lawless spirit that fosters the lynch law in this state . he says that to exterminate the practice of inching , the crime must be made odious and shameful . he advocates stringent legislation against the",mobs,"and insists that the legislature pass a law making every county a crime is committed subject to a large indemnity to the relatives of the mob's victim . the governor is in favor of arming the prisoners and allowing them to protect themselves from mohs , he says : """,NA,NA
9498_-1.txt,"The news & observer (Raleigh, N.C.)",1897,"says that to exterminate the practice of inching , the crime must be made odious and shameful . he advocates stringent legislation against the mobs and insists that the legislature pass a law making every county a crime is committed subject to a large indemnity to the relatives of the",mob's,"victim . the governor is in favor of arming the prisoners and allowing them to protect themselves from mohs , he says : "" the arresting officer is clothed with authority to take the life of the assail- ants when resisting their efforts to take a prisoner from his custody",NA,NA
9498_-1.txt,"The news & observer (Raleigh, N.C.)",1897,"if necessary to protect the prisoner and retain him in custody . this he should be required to do at the hazard ✔ his own life , or the prisoner should be unshackled , armed and given an opportunity to defend himself . the knowledge on the part of the",mob,"that this would be done would deter it from pursuing its lawless purpose , and the law would permitted to protect the innocent and be punish the guilty . """,NA,NA
9499_-1.txt,"Jamestown weekly alert (Jamestown, Stut...)",1903,the fruit of,mob,"law ing in belleville , mo . boys and girls play at lynch imaginary polioemen present . rew game has taken its place with kites and tops- imaginary mayor gives order not to harm imaginary mob . and an imaginary hang ing follows- fire contributes intie touch . real a",NA,NA
9499_-1.txt,"Jamestown weekly alert (Jamestown, Stut...)",1903,"the fruit of mob law ing in belleville , mo . boys and girls play at lynch imaginary polioemen present . rew game has taken its place with kites and tops- imaginary mayor gives order not to harm imaginary",mob,". and an imaginary hang ing follows- fire contributes intie touch . real a new game has been added to the catalogue of sports of the children of belleville , mo . , says the st . louis post dispatch . it is the "" game of lynch ing .",NA,NA
9499_-1.txt,"Jamestown weekly alert (Jamestown, Stut...)",1903,them the youngsters make a rush for the make believe jail and dance about it with an imitation of fury even more realistic than that of the crowd which surrounded the belleville jail few weeks ago . a make believe policemen hang about . but make no attempt to disperse,mob,". the a make believe mayor makes a speech studded with terrible adjectives , immediately following which a rush is made and the make believe front door of the imaginary jail is broken in . the mob is driven back by an imaginary force of defenders . the desperate mob",NA,NA
9499_-1.txt,"Jamestown weekly alert (Jamestown, Stut...)",1903,"a make believe policemen hang about . but make no attempt to disperse mob . the a make believe mayor makes a speech studded with terrible adjectives , immediately following which a rush is made and the make believe front door of the imaginary jail is broken in . the",mob,"is driven back by an imaginary force of defenders . the desperate mob withdraws a pace confers . and the consensus of opinion is that the bastile can't be taken because the de fenders have weapons filled with injurious bullets , and they are all agreed that , while they",NA,NA
9499_-1.txt,"Jamestown weekly alert (Jamestown, Stut...)",1903,"mob . the a make believe mayor makes a speech studded with terrible adjectives , immediately following which a rush is made and the make believe front door of the imaginary jail is broken in . the mob is driven back by an imaginary force of defenders . the desperate",mob,"withdraws a pace confers . and the consensus of opinion is that the bastile can't be taken because the de fenders have weapons filled with injurious bullets , and they are all agreed that , while they are bent on killing the prisoner , they don't want to run risk",NA,NA
9499_-1.txt,"Jamestown weekly alert (Jamestown, Stut...)",1903,"the guards are locked in the imaginary office and the back door is not defended . they break it in with imaginary sledge hammers , and in a little while the victim is pounced upon and down the imaginary steps and out dragged on the street . emulating the real",mob,", they are not content merely to take him to a tele graph pole and complete the imaginary hanging . they pull and haul him over the sidewalk and street , shouting merrily the while . it is such fun that by this time they have forgotten to fierce .",NA,NA
9505_-1.txt,"The Atlanta constitution (Atlanta, Ga.)",1903,"dlesome agent was unmistakable . he was not only haled before local courts on every possible and impossible charge , narrowly escaped being the victim but of",mob,"law . it was not un "" peg leg "" williams , an argument . the well- known , even notorious emigration agent of some western rail roads , held out glittering inducements for georgia negroes to go west , and thousands of them went . the result was to",NA,NA
9508_-1.txt,"The northwestern bulletin (St. Paul, Minn....)",1922,"can the fed government lawfully curb these local mat ters eral ? "" to put it mildly , we would be pleased to hear from the sub- committee investigating the constitutionality of the dyer anti- lynching bill h . r . 13 . we are tired of hearing of the",mob,"taking the law into their own hands so long as courts of justice are provided to try those who violate the law . hear ye , colored people are cry ing , "" lynch law 10,000,000 must go . "" and it must .",NA,NA
9508_-1.txt,"The northwestern bulletin (St. Paul, Minn....)",1922,"government lawfully curb these local mat ters eral ? "" to put it mildly , we would be pleased to hear from the sub- committee investigating the constitutionality of the dyer anti- lynching bill h . r . 13 . we are tired of hearing of the mob taking the",law into their own hands,"so long as courts of justice are provided to try those who violate the law . hear ye , colored people are cry ing , "" lynch law 10,000,000 must go . "" and it must .",NA,NA
9509_-1.txt,"Richmond times-dispatch (Richmond, Va.)",1915,". whose homes are near the crime . mr . preston and the took canter to abingdon him over to sheriff j . a . was held in the abingdon the arrival of the evening train , when he was taken in roanoke for safekeeping . there were persistent a",mob,"was forming to lynch and it is believed that had he spirited to abingdon , he met with violence . the discovery of the made last night by edward son , the woman's father- in ¡ l friend , who called to night . the young husband gone to a",NA,NA
9510_-1.txt,"Semi-weekly interior journal (Stanford, Ky.)",1893,they know how to handle,mobs,"in virginia and uphold the majesty of the law . al roanoke , a negro , assaulted a white woman and was lodged in jail . mob attempted to take him and lynch him , but the militia was promptly called out and a battle ensued in which ten of",NA,NA
9510_-1.txt,"Semi-weekly interior journal (Stanford, Ky.)",1893,"they know how to handle mobs in virginia and uphold the majesty of the law . al roanoke , a negro , assaulted a white woman and was lodged in jail .",mob,"attempted to take him and lynch him , but the militia was promptly called out and a battle ensued in which ten of the rioters were killed and many more wounded . this is rather a heroic remedy but desperate cases require such and mobs , are getting entirely too",NA,NA
9510_-1.txt,"Semi-weekly interior journal (Stanford, Ky.)",1893,"was lodged in jail . mob attempted to take him and lynch him , but the militia was promptly called out and a battle ensued in which ten of the rioters were killed and many more wounded . this is rather a heroic remedy but desperate cases require such and",mobs,", are getting entirely too promiscu- more than a score of negroes have ous . and ga , brunswick , . against quarantined last in the south the lynched in been week . and no one will be allowed in either -riley gulley was lynched in the jail at pineapple",NA,NA
9511_-1.txt,NA,1888,"she fled and he pursued and was about to overtake her , when the approach of a horseman frightened him away . the woman reported what had occurred and smith was arrested by a deputy sheriff . on the way to jail at marion the two were met by a",mob,of white men who took charge of the prisoner and filled full of bullets . him,NA,NA
9513_-1.txt,"The Daytona daily news (Daytona, Fla.)",1912,south carolina executive censured by conference executives of other states do not like sentiments ex pressed on lynch law and,mob,"rule . richmond , va . , dec . 6- by # a vote of 14 to four the governors conference today adopted a resolution censuring governor cole l . blease of south carolina for his senti ment expressed recently in a speech to the conference , on lynch law",NA,NA
9513_-1.txt,"The Daytona daily news (Daytona, Fla.)",1912,". richmond , va . , dec . 6- by # a vote of 14 to four the governors conference today adopted a resolution censuring governor cole l . blease of south carolina for his senti ment expressed recently in a speech to the conference , on lynch law and",mob,"rule . "" you can all go to hell , "" yelled governor blease when the result of the vote was announced . a total of 25 of the governors ex- their disapproval of the pressed johnson- cameron wedding in chicago , blaming the great financial interests of the country",NA,NA
9514_-1.txt,"Evening star (Washington, D.C...)",1897,", ohio . c . b . coliins of nashville , tenn . , who had been following the races , was robbed and severely beaten near st . louis ; he says martin ensley , also a prominent southerner , is guilty of the crime . a national anti-",mob,"and lynch law association was incorporated at columbus , onio . the national association of railway postal clerks began a meeting in philadelphia . several persons died and aver a hundred were prostrated by the in tense heat in chicago . coroner hewitt of urbana , ohio , in a",NA,NA
9516_-1.txt,"Butte semi-weekly miner (Butte, Mont.)",1888,"contradiction , and another a report , a report verifying an uprising . st . louis , july 24 . - a very brief special to the "" post- dispatch "" says that one of the negro county officials of crittenden county , ark . , was hanged by a",mob,"at marion last night , that the race war has broken out afresh and that a terrible state of affairs prevails . memphis , july 24 . - the report of the lynching at marion , ark . , last night and of further race troubles in crittenden county is",NA,NA
9516_-1.txt,"Butte semi-weekly miner (Butte, Mont.)",1888,"july 24 . - a special from springfield , mo . , says that traveling auditor townsend of the gulf road ar- rived in that city at noon from the south time and verifies the report of one of the negro county officials having been lynched by a dr .",mob,"of white men . townsend says it is a difficult matter to get any details of the time proceedings at marion , which is under a guard of armed men . a general state of excitement prevails . neither couriers or messengers are allowed to go in or out ,",NA,NA
9516_-1.txt,"Butte semi-weekly miner (Butte, Mont.)",1888,"state of excitement prevails . neither couriers or messengers are allowed to go in or out , and the the telegraph operator is confined to the by sending of train orders . townsend states that the victim was a county official and one of the b nished eignteen . the",mob,"seized dim while he was to effect entrance to the endeavoring an court house , dragged him to the woods at the edge of town , and after a desperate four struggle strung him up . in it is claimed that governor hughes at little rock has been called upon",NA,NA
9523_-1.txt,"The Princeton union (Princeton, Minn...)",1895,"at amite city la . , was taken from the establishment . john c . noe and will monday , sept . 30 . freeborn 21,138 17,962 3,176 population- numbering nearly 3,000 , - ruling of the auditor of the treasury officers at hammond , la . , by a",mob,"iam farr are the principal owners . dennis goodhue 32,268 28,806 3,462 lost his adjourned 7,987 the grant annual meeting of stable 6,875 and decided and lynched . and barn by fire , insured souls . 1,112 for 000 the state department for hennepin 217,798 185,294 32,504",NA,NA
9527_-1.txt,"Semi-weekly interior journal (Stanford, Ky.)",1897,"harry gilliam was taken from jail in them , but he is taking them all the monroe county , ala . , sunday night and same , according to contract , and every hanged by a",mob,for robbing and as body is satisfied with his pick . saulting woman . a c . o . excursion to atlantic,NA,NA
9529_-1.txt,NA,1908,"all . justice will be travestied and made subordinate to lynch law , while his sorrowing family must suffer all the bitterness of the unnatural , uncalled for death of one who was all the world to them . shame on a government that through repeated permission of assasinations and",mob,law makes possible the murder of such gifted national as ex senator carmack . citizens,NA,NA
9530_-1.txt,"The morning news (Savannah, Ga.)",1896,electric car kills a boy . motorman charged with careless ness and,mobbed,". chicago , ill . , dec . 25 . - george demmark , 7 years of age , was run over and killed this afternoon by an electric car at eighteenth and throop streets . within a few minutes 1,500 people had congregated on the corner , and fred",NA,NA
9530_-1.txt,"The morning news (Savannah, Ga.)",1896,"age , was run over and killed this afternoon by an electric car at eighteenth and throop streets . within a few minutes 1,500 people had congregated on the corner , and fred bernier , the motorman as roughly handled . bernier was accused of carelessness , and the frenzied",mob,threatened to lynch him . they dragged him from the car and handled him in such a manner that he is now nursing several severe bruises . a riot call was sounded and patrol wagons filled with officers rescued bernier from the hands of the mob . the demmark's body,NA,NA
9530_-1.txt,"The morning news (Savannah, Ga.)",1896,", and the frenzied mob threatened to lynch him . they dragged him from the car and handled him in such a manner that he is now nursing several severe bruises . a riot call was sounded and patrol wagons filled with officers rescued bernier from the hands of the",mob,. the demmark's body was terribly mangled . boy,NA,NA
9531_-1.txt,The Washington times (Washington [D.C...),1907,"troops guard bank robbers angered at trial delay , citizens threaten lynch law . manchester , iowa , march 12 . - the state militia was called out this morning to guard from",mob,"violence two bank robbers arrested for blowing up the bank at masonville , march 6 , and sheriff john hennessy has asked the governor for more aid . company d is now on guard with instructions to shoot . the action following the outing of the grand jury today which",NA,NA
9531_-1.txt,The Washington times (Washington [D.C...),1907,sheriff john hennessy has asked the governor for more aid . company d is now on guard with instructions to shoot . the action following the outing of the grand jury today which was declared illegal and which therefore cannot indict the men held . angry citizens soon formed a,mob,are bent on lynching the men . and,NA,NA
9532_-1.txt,The sun (New York [N.Y.]) 1833-1916,1895,"contended . then , again , it was insisted by the opponents of the "" negro annex "" that georgia not only has the worst chain gang system in all the southern states , but leads all of the southern states in the matter of",mob,"and lynch law . all these evils her ruling people sanctioned in the past and appear to sanction now . upon these very tenable grounds , presented in an able and persistent manner , the opponents of the negro annex "" rested their case and were "" defeated . ing",NA,NA
9534_-1.txt,"Daily public ledger (Maysville, Ky.)",1908,"cartmel'extracts teeth without pain emma ross , aged 13 , was shot july 4th at a barbecue at golden pond , and george wells , who did the shooting , is in jail extra guard to prevent a",mob,from hanging under him .,NA,NA
9536_-1.txt,"The evening times (Washington, D.C...)",1897,the princess anne lynching . son s550 goreggogo sodd96559 a boy's wonderful escape . strong sentiment against,mob,"law forming in the county . princess anne , md . , june 11 . - the dis grace brought upon somerset county , and the whole state of maryland as well , by the brutal lynching of the negro andrews , has caused a reactionary feeling here , and",NA,NA
9536_-1.txt,"The evening times (Washington, D.C...)",1897,"county , and the whole state of maryland as well , by the brutal lynching of the negro andrews , has caused a reactionary feeling here , and a number of citizens who at first expressed approval of the act now condemn it , and want the ringleaders of the",mob,"punished . chief judge henry page has ordered a thorough investigation to be made , and it is likely that the governor may offer a state reward for the apprehension of the lynching leaders . the governor is determined to take vigorous action to stop lynching in this state .",NA,NA
9536_-1.txt,"The evening times (Washington, D.C...)",1897,"or leaving town . before the trial a rumor was circulated that even if convicted andrews would re celve executive clemency , or at any rate the county would be put to great expense be fore he was finally executed . judge page , who was unceremoniously handled by the",mob,", said yesterday : "" i do not know the man who pushed me out of the way and struck the prisoner , but imayrecognize him . i thought i knew every body in the county , but i did not know one third of that crowd . "" mrs",NA,NA
9537_-1.txt,NA,1897,"feath , greensburg rail at a ridden on and ered dy , a negro rapist , was tarred spitzer , aged 92 , ind- mrs . hanna . because by hanged was negro , smith , a -john being after . , ala huntsville , at",mob,obtained burk jane . - ars confined forcibly taken from the jail where he was,NA,NA
9545_-1.txt,"The evening world (New York, N.Y.)",1892,judge lynch holding court so near the as port jervis is bringing the metropolis matter of,mob,judgment pretty close .,NA,NA
